time_hms,kb_per_sec_in,kb_per_sec_out
09:01:18,0.0,0.0
09:01:19,0.0,0.0
09:01:20,0.0,0.0
09:01:21,0.0,0.1
09:01:22,0.0,0.0
09:01:23,0.0,0.0
09:01:24,0.0,0.0
09:01:25,0.0,0.0
09:01:26,0.0,0.0
09:01:27,0.0,0.0
09:01:28,0.0,0.0
09:01:29,0.0,0.0
09:01:30,0.0,0.0
09:01:31,0.0,0.0
09:01:32,0.0,0.0
09:01:33,0.0,0.0
09:01:34,0.0,0.0
09:01:35,0.0,0.0
09:01:36,0.0,0.0
09:01:37,0.0,0.0
09:01:38,0.0,0.0
09:01:39,0.0,0.0
09:01:40,0.0,0.0
09:01:41,0.0,0.0
09:01:42,0.0,0.0
09:01:43,0.0,0.0
09:01:44,0.0,0.0
09:01:45,0.0,0.0
09:01:46,0.0,0.0
09:01:47,0.0,0.0
09:01:48,0.0,0.0
09:01:49,0.0,0.0
09:01:50,0.0,0.0
09:01:51,0.0,0.0
09:01:52,0.0,0.0
09:01:53,0.0,0.0
09:01:54,0.0,0.0
09:01:55,0.0,0.0
09:01:56,0.0,0.0
09:01:57,0.0,0.0
09:01:58,0.0,0.0
09:01:59,0.0,0.0
09:02:00,0.0,0.0
09:02:01,0.0,0.0
09:02:02,0.0,0.0
09:02:03,0.0,0.0
09:02:04,0.0,0.0
09:02:05,0.0,0.0
09:02:06,0.0,0.0
09:02:07,0.0,0.0
09:02:08,0.0,0.0
09:02:09,0.0,0.0
09:02:10,0.0,0.0
09:02:11,0.0,0.0
09:02:12,0.0,0.0
09:02:13,0.0,0.0
09:02:14,0.0,0.0
09:02:15,0.0,0.0
09:02:16,0.0,0.0
09:02:17,0.0,0.0
09:02:18,0.0,0.0
09:02:19,0.0,0.0
09:02:20,0.0,0.0
09:02:21,0.0,0.0
09:02:22,0.0,0.0
