      Time     KB/s_in    KB/s_out
  13:47:39         0.0         0.0
  13:47:40         0.0         0.0
  13:47:41         0.0         0.0
  13:47:42         0.0         0.0
  13:47:43         0.0         0.0
  13:47:44         0.0         0.0
  13:47:45         0.0         0.0
  13:47:46         0.0         0.0
  13:47:47         0.0         0.0
  13:47:48         0.0         0.0
  13:47:49         0.0         0.0
  13:47:50         0.0         0.0
  13:47:51         0.0         0.0
  13:47:52         0.0         0.0
  13:47:53         0.0         0.0
  13:47:54         0.0         0.0
  13:47:55         0.0         0.0
  13:47:56         0.0         0.0
  13:47:57         0.0         0.0
  13:47:58         0.0         0.0
  13:47:59         0.0         0.0
  13:48:00         0.0         0.0
  13:48:01         0.0         0.0
  13:48:02         0.0         0.0
  13:48:03         0.0         0.0
  13:48:04         0.0         0.1
  13:48:05         0.0         0.0
  13:48:06         0.0         0.1
  13:48:07         0.0         0.0
  13:48:08         0.0         0.0
  13:48:09         0.0         0.0
  13:48:10         0.0         0.0
  13:48:11         0.0         0.0
  13:48:12         0.0         0.0
  13:48:13         0.0         0.0
  13:48:14         0.0         0.0
  13:48:15         0.0         0.0
  13:48:16         0.0         0.0
  13:48:17         0.0         0.0
  13:48:18         0.0         0.4
  13:48:19         0.0         0.1
  13:48:20         0.0         0.0
  13:48:21         0.0         0.0
  13:48:22         0.0         0.0
  13:48:23         0.0         0.0
  13:48:24         0.0         0.0
  13:48:25         0.1         0.1
  13:48:26         0.0         0.0
  13:48:27         0.0         0.0
  13:48:28         0.0         0.0
  13:48:29         0.0         0.0
  13:48:30         0.0         0.0
  13:48:31         0.0         0.0
  13:48:32         0.0         0.0
  13:48:33         0.0         0.0
  13:48:34         0.0         0.0
  13:48:35         0.0         0.0
  13:48:36         0.0         0.0
  13:48:37         0.0         0.0
  13:48:38         0.0         0.0
  13:48:39         0.0         0.0
  13:48:40         0.0         0.0
  13:48:41         0.0         0.0
  13:48:42         0.0         0.0
  13:48:43         0.0         0.0
  13:48:44         0.0         0.0
  13:48:45         0.0         0.0
  13:48:46         0.0         0.0
  13:48:47         0.0         0.0
  13:48:48         0.0         0.0
  13:48:49         0.0         0.0
  13:48:50         0.0         0.0
  13:48:51         0.0         0.0
  13:48:52         0.0         0.0
  13:48:53         0.0         0.0
  13:48:54         0.0         0.0
  13:48:55         0.0         0.0
  13:48:56         0.0         0.0
  13:48:57         0.0         0.0
  13:48:58         0.0         0.0
  13:48:59         0.0         0.0
  13:49:00         0.0         0.0
  13:49:01         0.0         0.0
  13:49:02         0.0         0.0
  13:49:03         0.0         0.0
  13:49:04         0.0         0.0
  13:49:05         0.0         0.0
  13:49:06         0.0         0.0
  13:49:07         0.0         0.0
  13:49:08         0.0         0.0
  13:49:09         0.0         0.0
  13:49:10         0.0         0.0
  13:49:11         0.0         0.0
  13:49:12         0.0         0.0
  13:49:13         0.0         0.0
  13:49:14         0.0         0.0
  13:49:15         0.0         0.0
  13:49:16         0.0         0.0
  13:49:17         0.0         0.0
  13:49:18         0.0         0.0
  13:49:19         0.0         0.0
  13:49:20         0.0         0.0
  13:49:21         0.0         0.0
  13:49:22         0.0         0.0
  13:49:23         0.0         0.0
  13:49:24         0.0         0.0
  13:49:25         0.0         0.0
  13:49:26         0.0         0.0
  13:49:27         0.0         0.0
  13:49:28         0.0         0.0
  13:49:29         0.0         0.0
  13:49:30         0.0         0.0
  13:49:31         0.0         0.0
  13:49:32         0.0         0.0
  13:49:33         0.0         0.0
  13:49:34         0.0         0.0
  13:49:35         0.0         0.0
  13:49:36         0.0         0.0
