      Time     KB/s_in    KB/s_out
  10:54:38         0.0         0.0
  10:54:39         0.0         0.0
  10:54:40         0.0         0.0
  10:54:41         0.0         0.0
  10:54:42         0.0         0.0
  10:54:43         0.0         0.0
  10:54:44         0.0         0.0
  10:54:45         0.0         0.0
  10:54:46         0.0         0.0
  10:54:47         0.0         0.0
  10:54:48         0.0         0.0
  10:54:49         0.0         0.0
  10:54:50         0.0         0.0
  10:54:51         0.0         0.0
  10:54:52         0.0         0.0
  10:54:53         0.0         0.0
  10:54:54         0.0         0.0
  10:54:55         0.0         0.0
  10:54:56         0.0         0.0
  10:54:57         0.0         0.0
  10:54:58         0.0         0.0
  10:54:59         0.0         0.0
  10:55:00         0.0         0.0
  10:55:01         0.0         0.0
  10:55:02         0.0         0.0
  10:55:03         0.0         0.1
  10:55:04         0.0         0.0
  10:55:05         0.1         0.0
  10:55:06         0.0         0.0
  10:55:07         0.0         0.1
  10:55:08         0.0         0.0
  10:55:09         0.0         0.0
  10:55:10         0.0         0.0
  10:55:11         0.0         0.4
  10:55:12         0.0         0.0
  10:55:13         0.0         0.0
  10:55:14         0.0         0.0
  10:55:15         0.0         0.0
  10:55:16         0.0         0.0
  10:55:17         0.0         0.1
  10:55:18         0.0         0.0
  10:55:19         0.0         0.1
  10:55:20         0.0         0.0
  10:55:21         0.0         0.0
  10:55:22         0.0         0.0
  10:55:23         0.0         0.0
  10:55:24         0.0         0.0
  10:55:25         0.0         0.0
  10:55:26         0.0         0.0
  10:55:27         0.0         0.0
  10:55:28         0.0         0.0
  10:55:29         0.0         0.1
  10:55:30         0.0         0.0
  10:55:31         0.0         0.0
  10:55:32         0.0         0.0
  10:55:33         0.0         0.0
  10:55:34         0.0         0.0
  10:55:35         0.0         0.0
  10:55:36         0.0         0.0
  10:55:37         0.0         0.0
  10:55:38         0.0         0.0
  10:55:39         0.0         0.0
  10:55:40         0.0         0.0
  10:55:41         0.0         0.0
  10:55:42         0.0         0.0
  10:55:43         0.0         0.0
  10:55:44         0.0         0.0
  10:55:45         0.0         0.0
  10:55:46         0.0         0.0
  10:55:47         0.0         0.0
  10:55:48         0.0         0.0
  10:55:49         0.0         0.0
  10:55:50         0.0         0.0
  10:55:51         0.0         0.0
  10:55:52         0.0         0.0
  10:55:53         0.0         0.0
  10:55:54         0.0         0.0
  10:55:55         0.0         0.0
  10:55:56         0.0         0.0
  10:55:57         0.0         0.0
  10:55:58         0.0         0.0
  10:55:59         0.0         0.0
  10:56:00         0.0         0.0
  10:56:01         0.0         0.0
  10:56:02         0.0         0.0
  10:56:03         0.0         0.0
  10:56:04         0.0         0.0
  10:56:05         0.0         0.0
  10:56:06         0.0         0.0
  10:56:07         0.0         0.0
  10:56:08         0.0         0.0
  10:56:09         0.0         0.0
  10:56:10         0.0         0.0
  10:56:11         0.0         0.0
  10:56:12         0.0         0.0
  10:56:13         0.0         0.0
  10:56:14         0.0         0.0
  10:56:15         0.0         0.0
  10:56:16         0.0         0.0
  10:56:17         0.0         0.0
  10:56:18         0.0         0.0
  10:56:19         0.0         0.0
  10:56:20         0.0         0.0
  10:56:21         0.0         0.0
  10:56:22         0.0         0.0
  10:56:23         0.0         0.0
  10:56:24         0.0         0.0
  10:56:25         0.0         0.0
  10:56:26         0.0         0.0
  10:56:27         0.0         0.0
  10:56:28         0.0         0.0
  10:56:29         0.0         0.0
